listing_id,date
203997,2018-07-16
203997,2018-07-19
203997,2018-10-06
203997,2018-10-12
203997,2018-12-09
203997,2018-12-22
203997,2019-03-03
203997,2019-03-05
203997,2019-05-02
203997,2019-05-05
203997,2019-05-08
203997,2019-05-14
203997,2019-05-19
203997,2019-05-23
203997,2019-05-26
203997,2019-07-06
203997,2019-08-05
203997,2019-09-28
203997,2019-12-10
203997,2022-12-18
203997,2023-03-09
203997,2023-03-20
276025,2012-03-15
276025,2012-03-26
276025,2012-04-28
276025,2012-05-17
276025,2012-06-08
276025,2012-06-21
276025,2012-06-27
276025,2012-07-11
276025,2012-11-05
276025,2012-12-05
276025,2013-02-26
276025,2013-03-29
276025,2013-04-01
276025,2013-04-22
276025,2013-10-16
276025,2013-11-02
276025,2013-12-10
276025,2014-03-18
276025,2014-04-21
276025,2014-08-18
276025,2015-01-24
276025,2015-01-31
276025,2015-02-14
276025,2015-03-12
276025,2015-05-02
276025,2015-05-10
276025,2015-05-13
276025,2015-05-21
276025,2015-05-24
276025,2015-06-08
276025,2015-06-11
276025,2015-07-05
276025,2015-07-17
276025,2015-07-29
276025,2015-08-03
276025,2015-08-07
276025,2015-09-03
276025,2015-10-15
276025,2015-10-21
276025,2015-10-25
276025,2015-12-07
276025,2015-12-28
276025,2016-03-11
276025,2016-03-19
276025,2016-04-19
276025,2016-05-31
276025,2016-06-05
276025,2016-06-18
276025,2016-07-28
276025,2016-08-23
276025,2016-09-02
276025,2016-09-15
276025,2016-09-30
276025,2016-11-02
276025,2016-11-28
276025,2017-01-26
276025,2017-02-09
276025,2017-02-24
276025,2017-03-11
276025,2017-03-21
276025,2017-04-01
276025,2017-04-29
276025,2017-05-27
276025,2017-06-23
276025,2017-07-02
276025,2017-07-22
276025,2017-08-15
276025,2017-08-29
276025,2017-10-31
276025,2017-12-22
276025,2018-01-02
276025,2018-02-27
276025,2018-03-16
276025,2018-03-25
276025,2018-03-30
276025,2018-04-06
276025,2018-04-18
276025,2018-04-22
276025,2018-04-26
276025,2018-06-10
276025,2018-07-27
276025,2018-08-07
276025,2018-08-11
276025,2018-10-27
276025,2018-12-29
276025,2019-01-23
276025,2019-01-27
276025,2019-01-31
276025,2019-02-04
276025,2019-02-09
276025,2019-02-28
276025,2019-03-29
276025,2019-05-14
276025,2019-05-18
276025,2019-06-27
276025,2020-01-22
276025,2020-03-02
276025,2020-03-15
276025,2020-07-27
276025,2020-10-15
276025,2020-11-08
276025,2021-01-15
276025,2021-02-21
276025,2021-03-31
276025,2021-04-26
276025,2021-05-31
276025,2021-07-16
276025,2022-04-24
276025,2022-05-28
276025,2022-07-27
276025,2022-12-30
276025,2023-01-29
276025,2023-02-12
276025,2023-02-28
276025,2023-03-13
411058,2014-05-10
411058,2014-05-24
411058,2014-06-21
411058,2014-07-07
411058,2014-07-26
411058,2014-08-05
411058,2014-09-07
411058,2014-11-25
411058,2014-12-12
411058,2015-01-21
411058,2015-02-20
411058,2015-03-04
411058,2015-03-15
411058,2015-03-17
411058,2015-05-06
411058,2015-05-14
411058,2015-05-21
411058,2015-09-28
411058,2015-11-18
411058,2016-05-12
411058,2016-06-17
411058,2016-07-02
411058,2016-09-28
411058,2016-10-05
411058,2016-12-09
411058,2016-12-22
411058,2017-03-15
411058,2017-03-31
411058,2017-04-28
411058,2017-05-24
411058,2017-06-21
411058,2017-06-30
411058,2017-07-04
411058,2017-09-15
411058,2017-09-23
411058,2018-03-08
411058,2018-03-22
411058,2018-05-31
411058,2018-06-10
411058,2018-08-21
411058,2018-09-14
411058,2018-11-06
411058,2019-03-08
411058,2019-05-24
411058,2019-09-21
411058,2019-12-03
411058,2020-03-05
411058,2022-05-13
411058,2022-05-27
419631,2013-05-25
419631,2014-09-14
419631,2015-03-04
419631,2016-03-06
419631,2016-05-26
419631,2016-10-02
419631,2017-01-18
419631,2017-01-19
419631,2017-03-07
419631,2017-03-10
419631,2017-03-16
419631,2017-04-01
419631,2017-04-08
419631,2017-04-30
419631,2017-05-11
419631,2017-05-14
419631,2017-05-25
419631,2017-06-10
419631,2017-06-16
419631,2017-06-25
419631,2017-07-29
419631,2018-01-17
419631,2018-03-04
419631,2018-03-07
419631,2018-03-11
419631,2018-03-17
419631,2018-05-18
419631,2018-05-28
419631,2018-06-12
419631,2018-06-30
419631,2018-07-13
419631,2018-07-25
419631,2018-08-13
419631,2018-09-07
419631,2018-09-15
419631,2018-09-28
419631,2018-10-05
419631,2018-10-11
419631,2018-10-21
419631,2019-01-17
419631,2019-02-03
419631,2019-02-28
419631,2019-03-17
419631,2019-03-24
419631,2019-03-30
419631,2019-04-06
419631,2019-04-12
419631,2019-04-21
419631,2019-06-12
419631,2019-06-22
419631,2019-07-06
419631,2019-07-27
419631,2019-11-01
419631,2019-11-16
419631,2020-02-07
419631,2020-02-14
419631,2020-09-20
419631,2022-10-14
419631,2023-02-05
468995,2012-06-28
468995,2012-07-09
468995,2012-07-16
468995,2013-03-23
468995,2013-03-28
468995,2013-04-05
468995,2013-04-20
468995,2013-05-25
468995,2013-07-08
468995,2013-08-30
468995,2013-09-11
468995,2013-09-14
468995,2014-10-08
468995,2015-10-04
468995,2017-11-11
468995,2018-06-23
468995,2018-11-08
468995,2019-01-25
468995,2019-03-09
468995,2019-04-06
468995,2019-06-15
468995,2019-08-31
468995,2019-10-11
468995,2019-10-18
468995,2019-11-15
468995,2020-01-14
468995,2020-02-02
468995,2020-03-28
468995,2020-10-01
476344,2012-06-22
476344,2012-07-08
476344,2012-07-14
476344,2012-09-02
476344,2012-09-17
476344,2012-09-21
476344,2012-10-02
476344,2012-11-17
476344,2012-11-26
476344,2012-12-15
476344,2012-12-22
476344,2013-03-09
476344,2013-03-22
476344,2013-04-13
476344,2013-05-20
476344,2013-05-24
476344,2013-05-27
476344,2013-08-16
476344,2013-09-02
476344,2013-10-06
476344,2013-11-03
476344,2013-12-13
476344,2014-04-20
476344,2014-05-10
476344,2014-05-19
476344,2014-06-09
476344,2014-06-25
476344,2014-07-03
476344,2014-07-31
476344,2014-08-23
476344,2014-10-17
476344,2014-12-07
476344,2014-12-19
476344,2015-01-21
476344,2015-03-04
476344,2015-03-10
476344,2015-05-10
476344,2015-05-25
476344,2015-06-14
476344,2015-06-20
476344,2015-06-29
476344,2015-10-13
476344,2015-10-29
476344,2015-11-16
476344,2015-12-07
476344,2016-01-07
476344,2016-01-29
476344,2016-03-26
476344,2016-05-07
476344,2016-05-27
476344,2016-06-16
476344,2016-06-30
476344,2016-07-30
476344,2016-09-24
476344,2016-10-02
476344,2016-10-11
476344,2016-12-17
476344,2016-12-22
476344,2017-01-15
476344,2017-02-01
476344,2017-02-22
476344,2017-04-13
476344,2017-05-04
476344,2017-05-21
476344,2017-05-29
476344,2017-06-04
476344,2017-06-07
476344,2017-06-18
476344,2017-06-22
476344,2017-07-16
476344,2017-07-20
476344,2017-08-11
476344,2017-09-07
476344,2017-09-15
476344,2017-09-21
476344,2017-09-30
476344,2017-10-07
476344,2017-10-13
476344,2017-11-16
476344,2018-01-06
476344,2018-01-20
476344,2018-03-10
476344,2018-04-21
476344,2018-05-07
476344,2018-06-02
476344,2018-06-16
476344,2018-06-22
476344,2018-07-12
476344,2018-08-03
476344,2018-08-16
476344,2018-08-23
476344,2018-09-20
476344,2018-10-03
476344,2018-10-14
476344,2018-10-18
476344,2018-10-27
476344,2018-11-22
476344,2018-11-30
476344,2018-12-04
476344,2019-01-18
476344,2019-01-30
476344,2019-02-27
476344,2019-03-08
476344,2019-03-12
476344,2019-03-22
476344,2019-03-30
476344,2019-04-22
476344,2019-05-06
476344,2019-05-09
476344,2019-05-12
476344,2019-05-25
476344,2019-06-15
476344,2019-06-20
476344,2019-06-24
476344,2019-07-11
476344,2019-08-11
476344,2019-08-16
476344,2019-08-23
476344,2019-09-18
476344,2019-09-23
476344,2019-10-05
476344,2019-10-10
476344,2019-10-20
476344,2019-11-01
476344,2020-01-14
476344,2020-02-06
476344,2020-02-15
476344,2020-03-05
476344,2020-03-13
476344,2020-11-27
476344,2021-01-29
476344,2021-03-02
476344,2021-04-18
476344,2021-05-31
476344,2021-06-12
476344,2021-08-07
476344,2021-09-02
476344,2021-09-13
476344,2021-09-30
476344,2021-10-16
476344,2021-10-21
476344,2021-10-28
476344,2021-11-07
476344,2021-12-18
476344,2022-01-06
476344,2022-02-20
476344,2022-03-12
476344,2022-03-17
476344,2022-04-15
476344,2022-05-08
476344,2022-05-12
476344,2022-05-16
476344,2022-06-02
476344,2022-06-19
476344,2022-06-23
476344,2022-07-02
476344,2022-07-14
476344,2022-07-22
476344,2022-08-23
476344,2022-09-17
476344,2022-09-26
476344,2022-10-08
476344,2022-11-06
476344,2022-11-11
476344,2022-11-21
476344,2022-11-28
476344,2022-12-05
476344,2022-12-12
476344,2023-01-06
476344,2023-02-10
476344,2023-02-18
476344,2023-03-03
476344,2023-03-13
494701,2012-11-07
494701,2013-01-02
494701,2013-02-05
494701,2013-05-06
494701,2013-05-11
494701,2013-05-22
494701,2013-07-15
494701,2013-08-01
494701,2013-08-05
494701,2013-09-07
494701,2013-09-22
494701,2013-11-25
494701,2013-12-04
494701,2013-12-15
494701,2014-01-05
494701,2014-01-18
494701,2014-03-07
494701,2014-03-18
494701,2014-04-07
494701,2014-04-13
494701,2014-04-28
494701,2014-04-29
494701,2014-05-10
494701,2014-06-23
494701,2014-06-28
494701,2014-07-16
494701,2014-07-21
494701,2014-07-24
494701,2014-08-07
494701,2014-08-12
494701,2014-08-30
494701,2014-10-14
494701,2014-11-07
494701,2014-11-21
494701,2014-11-30
494701,2014-12-12
494701,2015-01-03
494701,2015-01-18
494701,2015-01-22
494701,2015-01-26
494701,2015-02-08
494701,2015-03-09
494701,2015-03-16
494701,2015-03-27
494701,2015-04-14
494701,2015-04-25
494701,2015-05-03
494701,2015-05-07
494701,2015-05-17
494701,2015-05-26
494701,2015-06-19
494701,2015-07-18
494701,2015-08-20
494701,2015-08-24
494701,2015-08-30
494701,2015-09-25
494701,2015-10-03
494701,2015-10-29
494701,2015-11-11
494701,2015-11-15
494701,2015-12-13
494701,2015-12-26
494701,2015-12-28
494701,2016-01-05
494701,2016-01-14
494701,2016-01-24
494701,2016-01-29
494701,2016-02-21
494701,2016-03-13
494701,2016-03-24
494701,2016-03-25
494701,2016-04-05
494701,2016-04-07
494701,2016-04-11
494701,2016-04-24
494701,2016-05-01
494701,2016-05-05
494701,2016-05-09
494701,2016-05-12
494701,2016-05-16
494701,2016-05-31
494701,2016-07-04
494701,2016-07-20
494701,2016-08-18
494701,2016-08-21
494701,2016-08-24
494701,2016-09-06
494701,2016-09-08
494701,2016-10-01
494701,2016-10-09
494701,2016-10-18
494701,2016-10-25
494701,2016-10-30
494701,2016-11-17
494701,2016-11-26
494701,2016-12-11
494701,2016-12-18
494701,2017-02-06
494701,2017-02-23
494701,2017-02-28
494701,2017-03-15
494701,2017-03-19
494701,2017-03-24
494701,2017-04-05
494701,2017-04-08
494701,2017-04-12
494701,2017-04-17
494701,2017-04-25
494701,2017-05-11
494701,2017-05-30
494701,2017-06-02
494701,2017-06-06
494701,2017-06-12
494701,2017-07-06
494701,2017-07-15
494701,2017-07-25
494701,2017-08-15
494701,2017-09-02
494701,2017-09-05
494701,2017-09-11
494701,2017-09-17
494701,2017-09-30
494701,2017-10-03
494701,2017-10-11
494701,2017-10-15
494701,2017-10-29
494701,2017-11-05
494701,2017-11-16
494701,2017-12-27
494701,2018-01-06
494701,2018-01-20
494701,2018-01-28
494701,2018-02-11
494701,2018-02-20
494701,2018-03-08
494701,2018-03-28
494701,2018-04-03
494701,2018-04-14
494701,2018-04-24
494701,2018-05-04
494701,2018-05-22
494701,2018-05-28
494701,2018-06-03
494701,2018-06-23
494701,2018-06-28
494701,2018-07-10
494701,2018-07-16
494701,2018-07-28
494701,2018-08-02
494701,2018-08-09
494701,2018-08-14
494701,2018-10-01
494701,2018-11-03
494701,2018-11-10
494701,2018-12-03
494701,2019-01-20
494701,2019-03-17
494701,2019-06-02
494701,2019-06-20
494701,2019-06-28
494701,2019-07-12
494701,2019-08-17
494701,2019-08-24
494701,2019-09-16
494701,2019-10-06
494701,2019-12-28
494701,2020-01-05
494701,2020-02-16
494701,2020-02-23
494701,2020-08-31
494701,2021-07-06
494701,2022-03-10
494701,2022-04-30
494701,2022-09-26
494701,2022-10-28
610738,2012-08-16
610738,2012-09-17
610738,2012-09-22
610738,2013-03-25
610738,2016-09-29
610738,2016-10-09
610738,2016-10-13
610738,2016-11-06
610738,2017-06-03
610738,2017-06-13
610738,2017-06-18
610738,2017-07-05
610738,2017-09-24
610738,2017-10-05
610738,2017-10-11
610738,2018-02-23
610738,2018-03-28
610738,2018-04-28
610738,2018-06-10
610738,2018-06-29
610738,2018-08-11
610738,2018-09-06
610738,2019-05-01
610738,2019-06-18
610738,2019-06-28
610738,2019-09-03
610738,2020-03-15
610738,2020-12-01
610738,2022-07-06
610738,2022-07-28
610738,2022-09-05
610738,2022-10-05
610738,2022-10-13
626512,2012-09-17
626512,2012-09-25
626512,2012-10-01
626512,2012-10-03
626512,2012-10-14
626512,2013-03-05
626512,2014-06-04
626512,2015-01-04
626512,2016-02-01
626512,2016-05-07
626512,2016-09-30
626512,2016-10-02
626512,2016-11-02
626512,2018-07-06
626512,2018-09-28
626512,2018-11-15
626512,2018-12-01
626512,2018-12-07
626512,2019-01-04
626512,2019-03-01
626512,2019-06-14
626512,2019-06-22
626512,2020-02-01
626512,2020-03-28
626512,2020-08-28
626512,2020-10-03
626512,2020-10-12
626512,2021-01-03
626512,2021-01-27
626512,2021-04-10
626512,2021-04-27
626512,2021-06-25
626512,2021-07-24
626512,2021-09-30
626512,2021-11-11
626512,2021-11-24
626512,2023-01-02
626831,2016-05-18
626831,2016-06-04
626831,2017-06-05
628495,2012-08-30
628495,2013-04-02
628495,2015-09-06
628495,2015-10-05
628495,2016-03-24
628495,2016-04-02
628495,2016-04-07
628495,2016-04-28
628495,2016-04-30
628495,2016-05-04
628495,2016-05-08
628495,2016-05-12
628495,2016-05-16
628495,2016-05-25
628495,2016-05-30
628495,2016-06-03
628495,2016-06-11
628495,2016-06-25
628495,2016-07-01
628495,2016-07-12
628495,2016-09-25
628495,2016-09-30
628495,2016-10-05
628495,2016-10-14
628495,2016-10-16
628495,2016-10-22
628495,2016-11-03
628495,2016-11-12
628495,2016-11-18
628495,2016-12-07
628495,2016-12-10
628495,2017-01-13
628495,2017-01-21
628495,2017-01-31
628495,2017-03-03
628495,2017-03-10
628495,2017-03-19
628495,2017-04-01
628495,2017-11-15
628495,2018-04-20
628495,2018-10-03
628495,2018-10-08
628495,2019-01-16
628495,2019-02-11
628495,2019-02-16
628495,2019-03-15
628495,2019-03-20
628495,2019-03-25
628495,2019-04-06
628495,2019-04-13
628495,2019-05-01
628495,2019-06-22
628495,2019-07-02
628495,2019-07-09
628495,2019-08-24
628495,2019-09-01
628495,2019-09-13
628495,2019-09-21
628495,2019-09-22
628495,2019-09-28
628495,2020-01-17
628495,2020-02-03
628495,2020-02-25
628495,2020-03-01
628495,2021-07-01
628495,2021-10-13
628495,2021-12-24
628495,2022-01-28
628495,2022-02-28
628495,2022-04-11
628495,2022-06-24
628495,2022-08-18
628495,2022-09-18
649023,2012-09-30
649023,2013-05-28
649023,2013-06-29
649023,2013-10-07
649023,2013-11-09
649023,2014-06-27
649023,2014-07-07
649023,2014-07-23
649023,2014-08-22
649023,2014-08-28
649023,2014-08-30
649023,2014-09-12
649023,2015-05-01
649023,2015-09-13
649023,2016-03-06
649023,2016-06-30
649023,2017-09-17
649023,2017-09-21
649023,2017-09-24
649023,2017-10-02
649023,2017-10-15
649023,2017-10-20
649023,2017-10-31
649023,2017-11-09
649023,2017-11-19
649023,2017-11-26
649023,2017-12-09
649023,2017-12-22
649023,2018-01-04
649023,2020-08-10
649023,2020-09-15
649023,2020-09-30
649023,2020-10-19
649023,2021-05-08
649023,2021-05-17
649023,2021-05-21
649023,2021-05-28
649023,2021-06-02
649023,2021-06-19
649023,2021-06-25
649023,2021-06-27
649023,2021-07-10
649023,2021-07-15
649023,2021-07-23
649023,2021-07-30
649023,2021-08-13
649023,2021-09-04
649023,2021-09-08
649023,2021-09-19
649023,2021-09-22
649023,2021-10-24
649023,2021-11-03
649023,2021-11-26
649023,2021-12-03
649023,2021-12-08
649023,2021-12-17
649023,2022-01-03
649023,2022-01-23
649023,2022-02-17
649023,2022-02-24
649023,2022-03-05
649023,2022-03-11
649023,2022-03-19
649023,2022-04-05
649023,2022-04-17
649023,2022-04-24
649023,2022-04-30
649023,2022-05-06
649023,2022-05-13
649023,2022-05-21
649023,2022-05-26
649023,2022-06-03
649023,2022-06-06
649023,2022-06-11
649023,2022-06-16
649023,2022-06-20
649023,2022-06-24
649023,2022-07-02
649023,2022-07-10
649023,2022-07-15
649023,2022-07-19
649023,2022-08-27
649023,2022-09-11
649023,2022-09-18
649023,2022-09-23
649023,2022-10-01
649023,2022-10-10
649023,2022-10-13
649023,2022-11-02
649023,2022-11-06
649023,2022-11-10
649023,2022-11-13
649023,2022-11-30
649023,2022-12-14
649023,2022-12-28
649023,2023-01-26
649023,2023-02-11
649023,2023-02-26
649023,2023-03-05
664917,2012-10-18
664917,2012-12-23
664917,2013-01-19
664917,2013-01-31
664917,2013-02-16
664917,2013-03-30
664917,2013-08-16
664917,2013-09-08
664917,2013-09-23
664917,2014-04-23
664917,2014-05-04
664917,2014-05-11
664917,2014-05-25
664917,2014-08-23
664917,2014-10-03
664917,2017-07-26
664917,2017-12-22
664917,2018-01-11
664917,2018-04-19
664917,2018-05-12
664917,2018-05-24
664917,2018-06-27
664917,2019-06-23
664917,2019-08-17
664917,2019-09-06
664917,2019-09-20
664917,2019-10-19
664917,2019-11-16
664917,2019-12-08
664917,2019-12-22
664917,2020-01-13
664917,2020-01-16
664917,2020-03-17
664917,2020-08-30
664917,2020-10-31
664917,2021-06-19
664917,2021-08-28
664917,2021-12-03
664917,2021-12-20
664917,2022-01-10
664917,2022-04-30
664917,2022-07-11
693976,2012-09-28
693976,2012-10-04
693976,2012-10-08
693976,2012-10-10
693976,2012-10-11
693976,2012-10-27
693976,2012-11-02
693976,2012-11-05
693976,2012-11-12
693976,2012-11-17
693976,2012-11-19
693976,2012-11-22
693976,2012-11-27
693976,2012-12-01
693976,2012-12-03
693976,2012-12-08
693976,2012-12-15
693976,2012-12-17
693976,2012-12-31
693976,2013-01-12
693976,2013-01-21
693976,2013-02-06
693976,2013-02-11
693976,2013-02-16
693976,2013-02-22
693976,2013-02-26
693976,2013-03-02
693976,2013-04-01
693976,2013-05-01
693976,2013-06-18
693976,2013-06-29
693976,2013-09-01
693976,2014-02-01
693976,2014-03-01
693976,2014-05-31
693976,2014-07-12
693976,2014-07-22
693976,2014-08-23
693976,2014-09-01
693976,2014-09-13
693976,2014-11-01
693976,2014-11-07
693976,2014-11-18
693976,2014-11-30
693976,2015-03-14
693976,2015-04-30
693976,2015-08-01
693976,2016-01-21
693976,2016-06-09
693976,2016-06-16
693976,2017-02-09
699903,2019-12-24
699903,2020-03-22
699903,2020-09-06
699903,2023-02-05
706264,2013-03-25
706264,2013-04-15
706264,2013-05-01
706264,2013-06-16
706264,2013-09-23
706264,2013-11-24
706264,2014-02-09
706264,2014-04-12
706264,2014-05-26
706264,2014-06-15
706264,2014-06-28
706264,2014-07-05
706264,2014-09-21
706264,2014-10-12
706264,2014-11-08
706264,2014-11-29
706264,2014-12-12
706264,2015-03-30
706264,2015-05-13
706264,2015-06-05
706264,2015-06-19
706264,2015-06-28
706264,2015-09-25
706264,2015-11-07
706264,2015-11-20
706264,2016-03-06
706264,2016-05-27
706264,2016-06-12
706264,2016-06-18
706264,2016-06-30
706264,2016-10-04
706264,2016-12-01
706264,2017-01-13
706264,2017-01-28
706264,2017-02-07
706264,2017-05-13
706264,2017-05-25
706264,2017-06-22
706264,2017-06-29
706264,2017-07-05
706264,2017-07-14
706264,2017-09-17
706264,2017-09-21
706264,2017-12-17
706264,2018-01-19
706264,2018-03-02
706264,2018-03-08
706264,2018-03-11
706264,2018-03-17
706264,2018-04-13
706264,2018-04-29
706264,2018-05-26
706264,2018-07-08
706264,2018-07-29
706264,2018-09-16
706264,2018-09-21
706264,2018-09-28
706264,2018-11-27
706264,2019-01-18
706264,2019-02-09
706264,2019-03-07
706264,2019-03-14
706264,2019-03-19
706264,2019-04-18
706264,2019-06-15
706264,2019-06-22
706264,2019-06-28
706264,2019-07-07
706264,2019-07-13
706264,2019-07-22
706264,2019-07-29
706264,2019-09-24
706264,2019-10-04
706264,2019-12-01
706264,2019-12-07
706264,2020-03-01
706264,2020-03-08
706264,2021-04-11
706264,2021-10-15
706264,2021-10-27
706264,2021-12-03
706264,2021-12-12
706264,2022-01-19
706264,2022-02-03
706264,2022-02-20
706264,2022-02-24
706264,2022-03-02
706264,2022-03-27
706264,2022-04-23
706264,2022-05-01
706264,2022-06-10
706264,2022-07-26
706264,2022-08-04
706264,2022-08-07
706264,2022-08-10
706264,2022-10-04
706264,2022-10-06
706264,2022-10-14
706264,2022-10-17
706264,2022-10-21
706264,2022-11-01
706264,2022-11-03
706264,2022-11-06
706264,2022-11-11
706264,2022-11-13
706264,2022-11-20
706264,2022-11-25
706264,2022-12-04
706264,2022-12-07
706264,2022-12-10
706264,2022-12-13
706264,2022-12-22
706264,2023-02-15
706264,2023-02-19
706264,2023-02-23
706264,2023-02-25
706264,2023-03-05
706264,2023-03-09
706264,2023-03-11
721025,2012-10-17
721025,2013-04-24
721025,2013-05-03
721025,2013-05-17
721025,2014-03-21
721025,2014-05-26
721025,2014-09-04
721025,2014-11-17
721025,2015-03-26
721025,2015-05-09
721025,2016-04-15
721025,2016-09-15
721025,2016-09-26
721025,2016-09-30
721025,2017-05-14
721025,2017-06-07
721025,2017-09-16
721025,2018-06-25
721025,2018-09-12
721025,2019-05-16
721025,2019-05-23
721025,2019-07-20
721025,2019-08-18
721025,2022-12-04
721025,2022-12-07
721025,2022-12-10
721025,2023-02-27
728403,2012-11-03
728403,2012-11-07
728403,2013-01-20
728403,2013-01-26
728403,2013-01-30
728403,2013-02-02
728403,2013-02-09
728403,2013-02-16
728403,2013-02-26
728403,2013-02-27
728403,2013-03-02
728403,2013-03-04
728403,2013-03-11
728403,2013-03-22
728403,2013-03-24
728403,2013-03-29
728403,2013-06-04
728403,2013-06-14
728403,2013-06-25
728403,2013-07-08
728403,2013-07-16
728403,2013-09-08
728403,2013-11-16
728403,2013-12-15
728403,2014-03-07
728403,2014-03-21
728403,2014-03-30
728403,2014-04-07
728403,2014-05-17
728403,2014-06-08
728403,2014-07-14
728403,2015-02-13
728403,2015-02-28
728403,2015-04-04
728403,2015-05-24
728403,2015-05-30
728403,2015-06-07
728403,2015-06-13
728403,2015-07-12
728403,2015-07-18
728403,2015-08-02
728403,2015-09-08
728403,2015-10-04
728403,2015-10-12
728403,2015-12-04
728403,2016-01-24
728403,2016-03-04
728403,2016-09-26
728403,2018-03-15
728403,2019-03-31
728403,2019-04-03
728403,2019-11-10
728403,2020-03-02
728403,2022-08-28
741176,2013-01-08
741176,2013-05-18
741176,2013-05-27
741176,2016-04-21
741176,2016-05-02
741176,2016-05-28
741176,2016-06-05
741176,2016-06-10
741176,2016-06-17
741176,2016-07-07
741176,2016-08-08
741176,2016-10-17
741176,2017-02-19
741176,2017-03-15
741176,2017-05-10
741176,2017-06-22
741176,2017-06-24
741176,2017-08-25
741176,2017-08-26
741176,2018-01-01
741176,2018-01-18
741176,2018-04-04
741176,2018-12-22
741176,2019-07-27
741176,2019-10-23
741176,2019-12-03
741176,2020-02-08
741176,2020-08-29
751882,2015-05-22
751882,2015-06-29
751882,2015-07-06
751882,2015-07-29
751882,2015-08-28
751882,2015-09-06
751882,2015-09-21
751882,2015-10-31
751882,2015-11-09
751882,2015-11-15
751882,2015-11-20
751882,2015-11-23
751882,2015-12-01
751882,2015-12-09
751882,2016-01-05
751882,2016-03-15
751882,2016-03-29
751882,2016-04-07
751882,2016-05-01
751882,2016-05-13
751882,2016-07-03
751882,2016-07-05
751882,2016-07-08
751882,2016-07-10
751882,2016-07-17
751882,2016-07-25
751882,2016-07-31
751882,2016-08-04
751882,2016-08-08
751882,2016-08-25
751882,2016-08-29
751882,2016-08-31
751882,2016-09-01
751882,2016-09-27
751882,2016-09-28
751882,2016-10-18
751882,2016-10-21
751882,2016-11-29
751882,2016-12-11
751882,2016-12-23
751882,2016-12-26
751882,2017-01-01
751882,2017-02-05
751882,2017-02-22
751882,2017-04-05
751882,2017-04-13
751882,2017-04-23
751882,2017-05-06
751882,2017-05-13
751882,2017-05-20
751882,2017-06-15
751882,2017-06-29
751882,2017-07-02
751882,2017-07-03
751882,2017-08-26
751882,2018-01-02
